district,polygon
Antoninek-Zieliniec-Kobylepole,52.4290241454;17.0109851047 52.427967402;17.011575968 52.4280194197;17.0121983265 52.4282474453;17.0147663221 52.4283413938;17.0158286947 52.4283463542;17.0158847502 52.4284591385;17.0171601895 52.4284567855;17.0172990334 52.4284870932;17.0176260817 52.4285060444;17.0178303193 52.4285262742;17.0180480588 52.4285464125;17.0182656508 52.4285804653;17.0186327531 52.428599316;17.0188361151 52.4286130321;17.0189837221 52.4286359288;17.0192524178 52.4286483793;17.0193990201 52.4286587359;17.0195209686 52.4286816324;17.0197895204 52.4287114975;17.0201402502 52.4287338938;17.0204030802 52.4287412647;17.0204898098 52.4287789869;17.0209324091 52.4288116423;17.0213164553 52.4288414055;17.0216661602 52.428856627;17.0218443158 52.4288716641;17.0220212982 52.42887554;17.0220664961 52.4288980397;17.0223310891 52.4289205328;17.0225955362 52.4289431234;17.0228607137 52.4289543712;17.0229930855 52.4289656214;17.0231253084 52.4289882026;17.0233897535 52.4290105962;17.0236528774 52.4290316974;17.0239013305 52.429053294;17.0241553592 52.4290656293;17.0242887344 52.4290776699;17.0244193251 52.42910175;17.0246803551 52.4291256379;17.0249397742 52.4291415243;17.0251117413 52.4291602714;17.025314813 52.4291622481;17.025336531 52.4291772688;17.025512634 52.4293016886;17.0269697369 52.4293299872;17.027307281 52.4294283471;17.0284388556 52.4294396666;17.0285699031 52.4294466254;17.0286512044 52.4295404148;17.0297423097 52.4297135063;17.0317170891 52.4298263009;17.0330037787 52.4298261225;17.0330038939 52.4297509349;17.0330524762 52.4287914695;17.0336718521 52.4279665524;17.0342044585 52.4279223;17.0342330647 52.4278387066;17.0342869371 52.4277885519;17.0343193479 52.4276787653;17.0343902569 52.4267021243;17.0350203874 52.4256993755;17.035667376 52.4247868334;17.0362785599 52.4244611103;17.0364966194 52.4238713389;17.0368915467 52.4238713929;17.0368915805 52.4251477638;17.0376698302 52.426155208;17.0382842028 52.4271793533;17.0389082412 52.4283723029;17.0396350855 52.4285548388;17.0397462404 52.4286661132;17.0398141038 52.4284059395;17.0403027312 52.4274625911;17.0420736409 52.4265747908;17.0437256615 52.4257707537;17.0452027728 52.4250502509;17.0465308635 52.4249589452;17.0466992508 52.4243997125;17.0477211264 52.4243654203;17.0477931632 52.4243439;17.0478328803 52.4242119542;17.0480760958 52.4241876539;17.0481208859 52.4241848447;17.0481260629 52.4241491554;17.0481918075 52.4241364022;17.0482153137 52.4240647571;17.0483472515 52.4235420581;17.0493096433 52.4225526122;17.051131428 52.4217782813;17.052558383 52.4217780916;17.0525587343 52.4209952565;17.0540014978 52.4217522554;17.0554720737 52.4217524142;17.0554723825 52.4224868171;17.0569208682 52.4234737411;17.0588207846 52.4241604823;17.0601576398 52.4247694663;17.0613422442 52.4247696998;17.0613426978 52.4252702932;17.0611427021 52.4253771146;17.0611000252 52.4256172891;17.0610308802 52.4266416987;17.0607359457 52.4266417978;17.0607359167 52.4268385641;17.0617372043 52.4270001011;17.0625584123 52.4271292533;17.0632287336 52.4271557779;17.0633665176 52.4271763971;17.0634735535 52.4273429651;17.0642163017 52.4278267537;17.0655929296 52.4273823799;17.0661458553 52.4269866885;17.0666381979 52.4267232486;17.0669660245 52.4265712377;17.0671553555 52.4263739234;17.0674007726 52.426319095;17.067468961 52.426263651;17.0675379123 52.4261305068;17.0677036114 52.4260268956;17.0678325903 52.4259145018;17.0679725005 52.4257365004;17.0681939826 52.4255327744;17.0684474617 52.4251322669;17.0689457455 52.4264239949;17.070612936 52.426774319;17.0707961093 52.4267782257;17.070847189 52.4268282209;17.0714918476 52.4268280044;17.0714920109 52.4265695563;17.0716853154 52.4259007075;17.0717065561 52.4254419234;17.0711588522 52.4251187709;17.070624776 52.4250274993;17.0703666269 52.424900532;17.0700605694 52.4246182719;17.0695844513 52.4243820016;17.0695736921 52.4242659012;17.0693356259 52.4240148507;17.069171112 52.4238455435;17.0690701503 52.423583993;17.068918948 52.4232574038;17.0688402604 52.4230297261;17.0687568498 52.4226703874;17.0684908393 52.4225672031;17.0682038512 52.4220429491;17.0678244558 52.4217906486;17.0675701656 52.4214576881;17.0673444804 52.4209203441;17.0670488766 52.4204179509;17.0665585033 52.4201136894;17.0664737842 52.4195715638;17.0665066871 52.4192627718;17.066439853 52.418606641;17.0666034845 52.4180154052;17.0665517233 52.4175751988;17.0665394053 52.4172527691;17.06639584 52.4169429962;17.0661022292 52.4165782686;17.0656669175 52.4163309414;17.065451077 52.4162158672;17.0652302378 52.4160602683;17.0648740052 52.4157720374;17.0644525269 52.4151369392;17.0633778606 52.4148307475;17.0625276009 52.4146010511;17.0621218103 52.4143525567;17.0617937313 52.414175059;17.0612275163 52.4136373252;17.0602624242 52.4133283441;17.059844082 52.4133063064;17.0589825472 52.4133735489;17.0582731414 52.4133012144;17.0579923411 52.413287498;17.0572634949 52.4130954728;17.0565349208 52.4129378095;17.0558444246 52.4128567232;17.0553576155 52.4126231686;17.0548545192 52.4125750056;17.0544281537 52.412265709;17.0541193643 52.4122079713;17.0538897072 52.4118584901;17.0536583529 52.4114423242;17.0532811709 52.4111423579;17.0520167636 52.4110879284;17.051359516 52.4108724728;17.0506388551 52.4105672318;17.0497506781 52.4102120718;17.0492721478 52.410082588;17.0490067207 52.4098492047;17.048550862 52.4096377083;17.0481231933 52.4094059417;17.0472544911 52.409216013;17.0468720718 52.4088289666;17.0460518506 52.4089340355;17.045963468 52.4087976101;17.0455068635 52.4087231235;17.0454089818 52.4086445023;17.0452885537 52.4085944919;17.0449717603 52.4085016497;17.0448492886 52.4084898578;17.0448357286 52.4083947916;17.0447269776 52.4082622768;17.0446997121 52.4082620672;17.0446998431 52.4080999146;17.0447933086 52.4080998448;17.0447933576 52.4080340333;17.0448488025 52.40786046;17.0450679881 52.4078257722;17.0451464774 52.4078094377;17.0451829797 52.4078037911;17.0451955931 52.4078275566;17.0454936668 52.4078418808;17.0456733339 52.4078418869;17.0456734109 52.4079074828;17.0456041307 52.4079076542;17.0456039503 52.4079673522;17.0456624731 52.4080051498;17.0459471978 52.4080216945;17.0459815212 52.4080889335;17.0463736239 52.4080033413;17.0465590177 52.4079766396;17.0467809118 52.4079764387;17.0467809565 52.4079255916;17.0467921491 52.4079255978;17.0467922432 52.4079300301;17.0468633274 52.4078547298;17.0469876587 52.4078545863;17.0469876887 52.4075493545;17.0470455244 52.4071648166;17.0469044993 52.407113258;17.0468856242 52.4070663862;17.0468684116 52.4069619266;17.0468208436 52.4069023943;17.0467937665 52.4068462623;17.0467654384 52.4067949917;17.0466373687 52.4067594969;17.046548639 52.4067170282;17.0464425745 52.4066941903;17.0463854594 52.4066405083;17.0463041762 52.4066403027;17.0463043277 52.4064030892;17.0464859313 52.4063280574;17.0465433785 52.406327848;17.0465435382 52.4062376637;17.0466124925 52.406039136;17.0467688645 52.4060389198;17.0467690037 52.4060213424;17.0467802725 52.4059962524;17.0464661879 52.40599889;17.0463920679 52.4049735732;17.0455405621 52.4049194664;17.0454957372 52.4048633702;17.0454491883 52.404846903;17.0454354387 52.4046889862;17.0453120275 52.4046772302;17.0453031704 52.4046426984;17.0452671814 52.4044738381;17.0450906697 52.4044134728;17.0450386298 52.4043879459;17.0450159634 52.4042210458;17.0449152356 52.4040902371;17.0448320942 52.4040709561;17.0448040086 52.4039948051;17.0446334313 52.4039170571;17.0444768512 52.4038518856;17.0442859084 52.4037983839;17.0440825205 52.4037372119;17.0437749673 52.4035761404;17.0429283855 52.4034680878;17.0424032003 52.4033961773;17.0421245366 52.403327669;17.0418441865 52.4032919288;17.0415925166 52.4032666511;17.0414900577 52.4032241919;17.0412189872 52.4031645493;17.0408571914 52.4031507503;17.0407405231 52.4031538355;17.0404227682 52.4031506206;17.0403145443 52.4032474742;17.0398345898 52.4032914053;17.0396330612 52.4033957141;17.0392747558 52.4034306279;17.0390917913 52.4034668398;17.0389578748 52.4034962496;17.0388723028 52.4035894476;17.0385953478 52.4036147061;17.0384856222 52.4037092528;17.0382863694 52.4038202275;17.0381512667 52.4037974797;17.0381281055 52.4037791761;17.0381096946 52.4037340466;17.0380639464 52.4036577439;17.0379865503 52.4036195033;17.0379480027 52.4036042774;17.0379324641 52.4035813535;17.0379093034 52.4033107465;17.0376336479 52.4026831346;17.0374764044 52.4026522673;17.0374603242 52.402599195;17.0374323871 52.4025676922;17.0374157297 52.4025091053;17.0373508832 52.4023141191;17.0371350103 52.4020414284;17.0368902669 52.4020413553;17.0368905125 52.4016875094;17.038061854 52.4014914784;17.0384576995 52.4012033947;17.0390392087 52.401123105;17.0392012567 52.4006550475;17.0404528549 52.4004941534;17.0408274938 52.4004625759;17.0409009069 52.4000516928;17.0418573716 52.3996756429;17.0425988378 52.3996036335;17.0427407132 52.3993895536;17.0431627674 52.3989063933;17.0442300579 52.3987137257;17.044588898 52.3986601588;17.0446887912 52.3986541389;17.0446999376 52.3983489083;17.0452987829 52.3980352394;17.0457877542 52.3978598543;17.0460612847 52.3977240541;17.0462728438 52.3976111539;17.0464489388 52.3975889401;17.0464804167 52.3974539559;17.046670945 52.3973129306;17.0468699772 52.397177681;17.0470608021 52.3970393116;17.0472549231 52.3968853002;17.047470981 52.3967473746;17.0476645043 52.3966085576;17.0478592186 52.3964707202;17.0480525914 52.3963191952;17.0482650642 52.396298757;17.0482938566 52.3962664065;17.0483392154 52.3962291971;17.0483836519 52.3961443626;17.0484849383 52.3960599721;17.0485857744 52.3959945458;17.0486640194 52.395994426;17.0486641242 52.3959742864;17.0486817919 52.3958821861;17.0487625176 52.3957674231;17.0488632766 52.3957671982;17.0488634751 52.3956480989;17.0489679406 52.3955476991;17.0490558991 52.3954936149;17.0491033388 52.3954470272;17.0491325461 52.3953412396;17.0491987276 52.3952392955;17.0492624758 52.3951307351;17.0493303322 52.3949379483;17.0494079287 52.3948577706;17.0494402083 52.3947102626;17.0494595359 52.3945466853;17.0494809715 52.3943916346;17.0495011988 52.3943469262;17.0494849703 52.3931583767;17.0490752059 52.3917897577;17.0486035235 52.391465132;17.0484918019 52.3907315859;17.0478109708 52.3895798307;17.0480654909 52.3887076137;17.0484241585 52.388123564;17.0484738776 52.3874522717;17.0485269371 52.3873123962;17.0485118769 52.3866383789;17.0485723379 52.3854774824;17.0487852966 52.3845794414;17.0492746053 52.3836825093;17.0496002529 52.382631449;17.0500607895 52.3821060621;17.0504097194 52.381522454;17.0507945483 52.3811556433;17.0510363733 52.3807976108;17.0512747754 52.3799278962;17.0515210501 52.379901894;17.0515283636 52.3798736461;17.0515364567 52.3798481796;17.0515436108 52.3797333145;17.0515761811 52.3788916783;17.0522417158 52.3786440695;17.0524543799 52.3780929154;17.0529195258 52.3774063532;17.0534675899 52.3768556986;17.0538387113 52.3763103785;17.0540901715 52.3762735791;17.0541076989 52.3762127633;17.0541336676 52.3759242645;17.0542570177 52.3757917947;17.054313741 52.3745021903;17.0548191183 52.3742358346;17.0549466856 52.3742235681;17.0549525306 52.3739331194;17.0550904456 52.3737981914;17.0551545587 52.3736495634;17.0552251285 52.3735140085;17.0552895481 52.3733468604;17.0553591936 52.3730377361;17.0554881068 52.3729134936;17.0555399479 52.3727549582;17.0556074987 52.3721509064;17.0558653047 52.3715119661;17.0561212069 52.3707980459;17.0564073299 52.3704696193;17.0565055123 52.3700151455;17.0565981533 52.3697580746;17.0566506155 52.3692863337;17.056876941 52.3691827276;17.0569242259 52.3687357245;17.0571084684 52.3679078619;17.0573410429 52.3670978075;17.0573610738 52.3664659009;17.0574172477 52.3663639683;17.0574269056 52.3663562278;17.0574253085 52.366349026;17.0574238469 52.3659093244;17.0574869399 52.3656833694;17.0575193489 52.3654449057;17.0575496768 52.3649572904;17.057611438 52.3646268824;17.0576526743 52.3644530339;17.0576938093 52.3640598585;17.0577868859 52.363694313;17.057862488 52.3633306588;17.0579384904 52.3630095865;17.0580008122 52.3627028154;17.0580534327 52.3621454433;17.0581585056 52.3618887862;17.0582178396 52.36125565;17.0581534966 52.3610730671;17.0581249379 52.360477619;17.0579518997 52.3601393908;17.0578914193 52.3599090984;17.0578064388 52.3599044877;17.057746726 52.3599156335;17.0576839093 52.3599461319;17.057598602 52.3601096681;17.0573362281 52.3603062997;17.0570302129 52.3604306336;17.0568435075 52.3608858234;17.0564632598 52.3612158397;17.0561881416 52.3613294544;17.056094306 52.3616562444;17.055813716 52.3619644486;17.0555592799 52.3622130346;17.0553637941 52.3622554811;17.0553174978 52.3622770068;17.0552851369 52.3623072436;17.0552145388 52.3623400878;17.0550948245 52.3625767626;17.0541621354 52.3626319468;17.0540173918 52.3626374081;17.0539485554 52.3626279825;17.0538972281 52.3626034351;17.053833936 52.3625776622;17.0538050363 52.3625548;17.0537638037 52.3625436482;17.0536855148 52.362550532;17.0536068406 52.3626981871;17.0533779116 52.363067011;17.0529074231 52.3634402558;17.0524270226 52.3635775719;17.0522204022 52.3636792087;17.0519678998 52.3637048033;17.051880222 52.3637514057;17.0517908739 52.3640157313;17.0514980817 52.3643187937;17.0511651815 52.3643968576;17.051064119 52.3645245408;17.0508748702 52.3650452818;17.0502403366 52.3654367371;17.0497503865 52.3666650195;17.048048373 52.3669356229;17.0476680185 52.3678870459;17.0464208429 52.3680608459;17.0462183 52.3682238616;17.0461269868 52.3686417311;17.045586766 52.3688175244;17.0453307294 52.3697633629;17.0441293824 52.3699559409;17.0439264173 52.370149807;17.0436050742 52.3702663659;17.0434153463 52.3710507405;17.0423435423 52.3713384745;17.0419053284 52.3714999351;17.0416228473 52.3717011679;17.0412019131 52.3718699145;17.04095363 52.3719342749;17.040810831 52.3719836548;17.0405498567 52.3719587336;17.0392551987 52.3719571647;17.0391761161 52.3719329777;17.0380408212 52.3719237648;17.0375051511 52.3719381254;17.0369621291 52.3719867575;17.0365550634 52.3729880526;17.0363217962 52.3736491553;17.0361677908 52.3763424974;17.0354492088 52.3779090611;17.0350038822 52.378727213;17.0347425569 52.3796494225;17.0344573618 52.3797398759;17.0343850412 52.3797790424;17.0343057616 52.3798179198;17.03420211 52.3798266992;17.0340666546 52.3798117037;17.0336503306 52.3797054745;17.0322000175 52.3796413832;17.0312438703 52.3796302772;17.0311060597 52.3796324977;17.030993221 52.3796468927;17.0308743851 52.3796589185;17.0287430586 52.3797103668;17.0195514764 52.3823435975;17.0183144342 52.3856547383;17.0167950699 52.3797785689;17.0033150892 52.3830303324;16.9990608027 52.3841510441;16.9975943861 52.3845721836;16.9972077499 52.3850044682;16.9966794189 52.3856159698;16.9959045972 52.3862350212;16.9950487804 52.3863701472;16.9947240298 52.3912465722;16.9986209433 52.3921281688;16.9991810117 52.3922401556;16.9986631634 52.3927712614;16.9964204224 52.3931662491;16.994743986 52.3932043163;16.9947845833 52.3933238825;16.9949048317 52.3937696983;16.9953637956 52.3944091811;16.9959486867 52.394432723;16.9958952647 52.3944493177;16.9958278958 52.3944508531;16.9956700758 52.3944137175;16.9953293457 52.3944161591;16.9950984898 52.3944640044;16.9947426054 52.3944880386;16.9944933347 52.3945248791;16.9942492085 52.3945950879;16.9939975672 52.394816283;16.9934286789 52.3952766702;16.9929698193 52.3953893168;16.9928576572 52.3958057046;16.9924670762 52.3959488236;16.992323804 52.3959995221;16.992282689 52.396076098;16.9922406902 52.396159518;16.992137268 52.3964825001;16.9918385709 52.3965014022;16.9918209492 52.3970661155;16.9913079637 52.3972016933;16.991123716 52.3972784075;16.9908347336 52.3973373172;16.9904499213 52.3974385915;16.9905849852 52.3975506696;16.9906488372 52.3976795466;16.9906272387 52.3978389389;16.9904850529 52.3982341045;16.9904729545 52.3983199402;16.9903997357 52.3983827405;16.9902287496 52.3983876908;16.9899031938 52.3985498193;16.9896605908 52.398864593;16.9891700109 52.3989648449;16.9890697206 52.3990573445;16.9889770981 52.3996199064;16.9884136965 52.3999502676;16.9881174243 52.3999745386;16.9881493389 52.4002153211;16.9884656186 52.4004649728;16.9887048503 52.4008733612;16.9889928635 52.4009131852;16.9890209502 52.4011235239;16.9890878495 52.4015843078;16.9892345459 52.4016167964;16.9892502609 52.4016685981;16.9892752324 52.4020618049;16.9894650585 52.4021283187;16.9894973366 52.4022218187;16.9895429573 52.4023063838;16.989584227 52.4024603243;16.9897720269 52.4025781066;16.9895352636 52.402650251;16.9893114419 52.4026847355;16.9892345385 52.402984202;16.988635814 52.4030372089;16.9883154559 52.4031370801;16.988517393 52.403265089;16.9888791672 52.403330897;16.9892715457 52.4034384076;16.9898453158 52.4035402675;16.9902806324 52.4035932583;16.9910581974 52.4035330268;16.9915801936 52.4034849791;16.992169696 52.4034216119;16.9927134479 52.4033769208;16.9931130634 52.4034076454;16.9936058755 52.403387454;16.9941567682 52.4034066626;16.9942702281 52.4034974234;16.9946071077 52.4035855357;16.9950226897 52.4036248085;16.9951546659 52.40371987;16.9954128175 52.4037776987;16.9957775588 52.4038673685;16.9961822684 52.4039788792;16.9966190161 52.4041219518;16.9970631941 52.4042365436;16.9974727493 52.4043418761;16.9977686496 52.4044756041;16.9980883025 52.4046195067;16.9984348383 52.4047068156;16.9989534973 52.4047713006;16.9991255827 52.4047748227;16.9991499121 52.4048098828;16.9993741862 52.4048416369;16.999598532 52.4049312088;17.0003855905 52.4049902428;17.0006988162 52.40513605;17.0010751508 52.4053119763;17.0014833587 52.4055485367;17.0020013694 52.4055656198;17.0020606451 52.4057380946;17.0026506148 52.4059090577;17.0032569055 52.4059394472;17.00332129 52.4059536016;17.0034267325 52.4060495863;17.004387224 52.4060641122;17.0045360526 52.406080812;17.004528579 52.4060937305;17.004523659 52.4063947131;17.0043733164 52.4067029586;17.0040714438 52.4068740536;17.0036840397 52.4069092085;17.0035684772 52.4070182549;17.0029530721 52.4071258809;17.0025212434 52.4072802902;17.002042358 52.4076568438;17.0009324199 52.4081644575;16.9995605582 52.4082936778;16.9993032503 52.4083390649;16.9992181624 52.4084534219;16.999020707 52.4085985237;16.9986648659 52.408715395;16.9982973174 52.4089788289;16.9971845851 52.4090245524;16.997054811 52.4090875217;16.9969553583 52.4091395301;16.9968989213 52.409171183;16.9968798322 52.4092160714;16.9968635322 52.4096865911;16.9968559518 52.4097350707;16.9968179633 52.4101300873;16.9968103901 52.4101446298;16.9971464067 52.4103399236;17.0021207586 52.4103951805;17.0032490975 52.4104759037;17.0064567372 52.4104792937;17.0068606721 52.4106072763;17.0095734535 52.4106444459;17.0107396876 52.4106375944;17.0110167282 52.4107454211;17.0140509571 52.4109149942;17.0141019111 52.4109556284;17.0141140858 52.4110636418;17.0141660568 52.4116908056;17.0144708601 52.4119279972;17.0146234227 52.4119487541;17.0146338362 52.4122821047;17.0143110098 52.41252431;17.014072954 52.4129311637;17.0136730849 52.4136557216;17.0129608498 52.4139766355;17.0126453281 52.4143520147;17.0122762637 52.4155311904;17.011117137 52.4159077248;17.0107469925 52.4159819804;17.0106740463 52.4168554745;17.0098152132 52.4176144141;17.0090688578 52.4188413333;17.007862335 52.4192593974;17.0074513644 52.4193193882;17.0073923993 52.4197172762;17.0066336383 52.4203804455;17.0053589611 52.4210113485;17.0041497995 52.4218027697;17.0026329777 52.4224135664;17.0014619732 52.4228311948;17.000661496 52.4231087279;17.0001295242 52.4236070924;16.9991741587 52.4242924106;16.9978602349 52.4247515815;16.9969800958 52.4251335382;16.9962476757 52.4253946904;16.995747039 52.4255541768;16.9954412932 52.4261942285;16.9975061242 52.4268272064;16.9995458121 52.4271450593;17.00056966 52.4275630117;17.0019160199 52.42793559;17.0031152759 52.4283777379;17.0045488717 52.4286816305;17.0055690615 52.4287388586;17.0057868731 52.4288821269;17.0062951654 52.4289532026;17.006578303 52.4289990268;17.0067556037 52.4291370798;17.0073392799 52.4292605327;17.0079012037 52.4293939281;17.0085764592 52.4295089303;17.0091817007 52.4296794468;17.0101215051 52.4297601022;17.0105571776 52.4297609151;17.0105615667 52.4296448768;17.0106379101 52.4296447125;17.0106380107 52.4290241454;17.0109851047
Chartowo,52.4017686353;16.9773623411 52.4016549626;16.9789157485 52.4016153371;16.9794572015 52.4011381137;16.9844894543 52.4008733612;16.9889928635 52.4004649728;16.9887048503 52.4002153211;16.9884656186 52.3999745386;16.9881493389 52.3999502676;16.9881174243 52.3996199064;16.9884136965 52.3990573445;16.9889770981 52.3989648449;16.9890697206 52.398864593;16.9891700109 52.3985498193;16.9896605908 52.3983876908;16.9899031938 52.3983827405;16.9902287496 52.3983199402;16.9903997357 52.3982341045;16.9904729545 52.3978389389;16.9904850529 52.3976795466;16.9906272387 52.3975506696;16.9906488372 52.3974385915;16.9905849852 52.3973373172;16.9904499213 52.3972784075;16.9908347336 52.3972016933;16.991123716 52.3970661155;16.9913079637 52.3965014022;16.9918209492 52.3964825001;16.9918385709 52.396159518;16.992137268 52.396076098;16.9922406902 52.3959995221;16.992282689 52.3959488236;16.992323804 52.3958057046;16.9924670762 52.3953893168;16.9928576572 52.3952766702;16.9929698193 52.394816283;16.9934286789 52.3945950879;16.9939975672 52.3945248791;16.9942492085 52.3944880386;16.9944933347 52.3944640044;16.9947426054 52.3944161591;16.9950984898 52.3944137175;16.9953293457 52.3944508531;16.9956700758 52.3944493177;16.9958278958 52.394432723;16.9958952647 52.3944091811;16.9959486867 52.3937696983;16.9953637956 52.3933238825;16.9949048317 52.3932043163;16.9947845833 52.3931662491;16.994743986 52.3927712614;16.9964204224 52.3922401556;16.9986631634 52.3921281688;16.9991810117 52.3912465722;16.9986209433 52.3863701472;16.9947240298 52.3862350212;16.9950487804 52.3856159698;16.9959045972 52.3850044682;16.9966794189 52.3845721836;16.9972077499 52.3841510441;16.9975943861 52.3830303324;16.9990608027 52.3797785689;17.0033150892 52.3764279968;16.9956320462 52.3760548526;16.9947765493 52.3757071079;16.9939745702 52.3754387915;16.9933599141 52.3752356994;16.992843656 52.3746221992;16.9908830049 52.3742984259;16.9903264439 52.3724550347;16.9867012713 52.3745098898;16.9842440379 52.3759330021;16.9825120146 52.3780607981;16.9799456487 52.3799963784;16.9776383629 52.3812956066;16.9760894975 52.382102647;16.975109696 52.3848757505;16.9717757442 52.3856827544;16.9707957844 52.3880426098;16.9679489192 52.3893790256;16.966339936 52.3895556115;16.9661177715 52.3900179306;16.9669240747 52.3901286293;16.967126563 52.3901457506;16.9671935894 52.3901355456;16.9673423427 52.3902844922;16.9675816948 52.3912446041;16.9690002798 52.3920860748;16.9702652324 52.3923419557;16.9706479946 52.3923740919;16.9707362756 52.3937951088;16.972420925 52.3954113957;16.9731416431 52.3966366308;16.9736967864 52.3968781378;16.9738122508 52.3972979303;16.9739970451 52.3979486921;16.9742946156 52.3982652808;16.9744350875 52.3986197341;16.9745825305 52.3986203339;16.974582878 52.398622387;16.9745837326 52.4018729249;16.9759368871 52.4017686353;16.9773623411
